sell1,shinyjs-delay-a1ff8218b3c49b5fab80202d7c1e3ce9,sell2,d1adaptExpend,simStart,premiumCost,user.ID,shinyjs-delay-8c4e6a3739f7697fc7203b67eee9e9ae,shinyjs-delay-b945a0d40ffc696df19f9c202bf958a7,infocash,year1Summer,herdetails,operatingCosts,cowRevenues,d2adaptExpend,year1Start,infonet,infohealth,shinyjs-delay-fc684fcd8cf3e65a1269348344008f3d,herdval,calves2Sale,cow1Sale,shinyjs-delay-f41f973568b961c3c698d86574bd9c51,shinyjs-delay-aaf00fc73a11a84356a69d911e6364ba,insuranceDeposit1,insurancePremium1,insuranceDeposit2,year2Summer,insurancePremium2,yearlingdesc,mainPanels,year2Start,extraFeedCost,rainInsurance,nextBtn,insCont1,shinyjs-delay-835f34737994e730617e13c5441fdd1a,insCont2,saveInputs,infocows,totalProfits,calfdesc,infocalves,cow2Sale,insurance,calves1Sale,Precipitation,shinyjs-delay-605edb9fe71f85ee0edf7479efc75337
dprac5adaptExpend,sellprac4,infonet,sellprac5,shinyjs-delay-64f39b5367ca16b593c82fc358166394,shinyjs-delay-a072ec4aa04eca45ba39f365473caa82,yearprac1Summer,cowprac3Sale,insContprac1,insContprac2,yearprac4Summer,insContprac3,yearprac4Start,insContprac4,shinyjs-delay-3422f408d658f0e0da8da96cea2eca18,shinyjs-delay-63132a7494c607fc7ae33fd8ba3d9781,insContprac5,calvesprac2Sale,shinyjs-delay-7177ed6411bb8357ad254adaadb4481e,cowprac2Sale,shinyjs-delay-9e8f51741eb3cb398369a1e062b3111b,yearprac1Start,dprac2adaptExpend,shinyjs-delay-e6f25b1a5d210dfacbd35918f001fa0e,shinyjs-delay-e2ae1d40c03fda6e9caa9924675b19e6,infohealth,shinyjs-delay-ef82e4e01f1655b5d0508459d94c030d,calvesprac5Sale,shinyjs-delay-368c120c165dd7d13aacc73e35f0bca5,yearprac3Summer,savePracInputs,infocows,yearprac5Start,shinyjs-delay-8e5e8d234586571838d0fc3a978548e4,calvesprac1Sale,cowprac1Sale,herdetails,shinyjs-delay-7e09590cbf1d387c58fabe5ae91aa467,nextBtnprac,yearprac2Start,dprac3adaptExpend,insuranceDepositprac1,shinyjs-delay-c3158067dbe31118e45b48d94fdecc9b,insuranceDepositprac3,insuranceDepositprac4,user.ID,cowprac5Sale,calvesprac4Sale
0,1,0,1,10,100,1,35,1,1,1,1,1,1,100,10,1,91,100,22,10,1,0,100,100,0,10,82,100,1,1,0,1,100,528,600,0,100,1,1,0,,10,"$12,221.00",,1000000,21,106
dprac5adaptExpend,sellprac4,infonet,sellprac5,shinyjs-delay-a2b8f7d994f1f319b71a10ff87982b95,shinyjs-delay-0abed233ac562b541436049bad36e50e,yearprac1Summer,cowprac3Sale,insContprac1,insContprac2,yearprac4Summer,insContprac3,yearprac4Start,insContprac4,insContprac5,calvesprac2Sale,cowprac2Sale,shinyjs-delay-959259eabbd9389562a70a455c4ccaff,shinyjs-delay-16ea159496dea93d6154864317619897,yearprac1Start,dprac2adaptExpend,shinyjs-delay-9b4487de2ea1b6c195c873d9e41e1592,infohealth,shinyjs-delay-e3b4b81519ab6924ba0d05ee1fa62984,shinyjs-delay-eb8a1e784b691889f48741e35a2264dd,calvesprac5Sale,yearprac3Summer,shinyjs-delay-0bf3b0d5c5b4c3055c8c269c7a0567fb,savePracInputs,infocows,yearprac5Start,shinyjs-delay-978913878fb3031ddbbf33b9524a33a0,calvesprac1Sale,shinyjs-delay-8931082bbd884612a3865966e364b10e,cowprac1Sale,shinyjs-delay-1f00d341fbaaf877cb7337554535af62,herdetails,nextBtnprac,yearprac2Start,dprac3adaptExpend,insuranceDepositprac1,shinyjs-delay-9c0a3bcfde74c1c95057bead9558d5df,insuranceDepositprac3,insuranceDepositprac4,shinyjs-delay-0ad799c00daf84922c52249d0132f40b,user.ID,cowprac5Sale,calvesprac4Sale
0,1,0,1,100,10,1,103,1,1,1,1,1,1,1,396,103,10,100,1,0,10,0,100,100,396,1,10,1,0,1,100,396,100,103,100,0,1,1,0,,100,,,100,1000000,103,374
mainPanels,dprac4adaptExpend,yearprac4Start,shinyjs-delay-8166f5cc8a207196200b55266eac0355,reset_button,shinyjs-delay-86313355966dbad66aa8cefd65fef663,applyInsChange,code,shinyjs-delay-900d8e94c18f5032ec9125dd5e7375a3,calvesprac1Sale,cowprac3Sale,calfdesc,shinyjs-delay-eacee00cec8920518b1c6d4eb86d674a,shinyjs-delay-c84f3c33846726b6e28a09139e81e00d,user.ID,dprac3adaptExpend,insurance,infohealth,calvesprac2Sale,cowprac4Sale,savePracInputs,shinyjs-delay-4451d954439c56df93c68a183865e060,insContprac1,shinyjs-delay-9b929600244908c89c29383aaeef90e7,insContprac2,shinyjs-delay-ef93b376553bc76ee62f307a3e32a2db,insContprac3,insContprac4,infocash,insContprac5,revenueFromCows,shinyjs-delay-87194106dda4cfd1da0c2d6c48365434,yearprac2Start,shinyjs-delay-275d0957a30f17f0cbb3546c00020b7f,infocalves,insChange,yearprac1Summer,yearprac5Start,dprac5adaptExpend,insuranceDepositprac1,insuranceDepositprac3,insuranceDepositprac4,yearprac2Summer,shinyjs-delay-c583161cd6b97f89705d8e6419fa5580,herdval,infocows,calvesprac3Sale,shinyjs-delay-4c4b7dfea337d13833615427e682215c
Practice Simulation,0,1,10,0,100,0,,10,396,103,0,100,100,1000000,0,0,0,396,103,1,10,1,100,1,100,1,1,0,1,0,100,1,100,0,,1,1,0,,,,1,100,0,0,396,100
dprac5adaptExpend,sellprac4,infonet,sellprac5,shinyjs-delay-536522f9eb5a828aac3a50d7fbfd5037,yearprac1Summer,shinyjs-delay-98053d92e96ffea3f5656da084656b98,cowprac3Sale,insContprac1,shinyjs-delay-2e56cf30ae35ac0e4c1cca1a67c1bc2a,shinyjs-delay-f4a497b78f183654345c544e641e1011,insContprac2,shinyjs-delay-2534f95918e76c71cced42f4cc672ceb,yearprac4Summer,shinyjs-delay-931b785a649c8e7f964ef651bc17fc43,insContprac3,shinyjs-delay-c84a71a41f6be7f25eb4abd65bbfcf83,yearprac4Start,insContprac4,insContprac5,name,code,calvesprac2Sale,cowprac2Sale,shinyjs-delay-353ca77198606158ff306595b330d1d8,yearprac1Start,dprac2adaptExpend,shinyjs-delay-468051404f454c97b75ceccda22042c4,infohealth,reset_button,shinyjs-delay-b2440e2c7f2832bfb8ae5a3d6ff289cf,calvesprac5Sale,yearprac3Summer,savePracInputs,infocows,yearprac5Start,calvesprac1Sale,cowprac1Sale,insChange,herdetails,nextBtnprac,yearprac2Start,dprac3adaptExpend,insuranceDepositprac1,insuranceDepositprac3,insuranceDepositprac4,runCode,revenueFromCows
0,1,0,1,100,1,100,313,1,100,10,1,100,1,100,1,10,1,1,1,,,528,103,100,1,0,10,0,0,100,270,1,1,0,1,396,103,,0,1,1,0,,,,0,0
shinyjs-delay-0220fec90e2293cfa3f5f5dd2b82fca8,dprac5adaptExpend,sellprac4,infonet,sellprac5,shinyjs-delay-56a1dc655dae94734085e374d80d013f,yearprac1Summer,shinyjs-delay-5361ddf37710962cf03af59364b13402,cowprac3Sale,insContprac1,shinyjs-delay-c808ca5c4962e81233c723c61b47e809,insContprac2,yearprac4Summer,insContprac3,yearprac4Start,insContprac4,insContprac5,shinyjs-delay-e1f97bb68734d4b020a177b5cdb1156a,name,code,calvesprac2Sale,cowprac2Sale,shinyjs-delay-49acebd74bfad3cf97f28f77207fcb5c,yearprac1Start,dprac2adaptExpend,shinyjs-delay-eea57a4c4b1975fbb516a08b8307bebc,infohealth,reset_button,shinyjs-delay-e28813e7e63580ba3815ef2d79fda1dc,calvesprac5Sale,yearprac3Summer,savePracInputs,infocows,yearprac5Start,calvesprac1Sale,cowprac1Sale,insChange,shinyjs-delay-b7fa4a3b8a6756e8b67a79988a5d60ef,herdetails,nextBtnprac,yearprac2Start,dprac3adaptExpend,shinyjs-delay-be3c74e5e9fc24f4991465e0d78c0d70,shinyjs-delay-01873ccb9b2d76dbb93f91d874473725,shinyjs-delay-867f560b7e6ac56b10dc59765a5d0bca,shinyjs-delay-09ac41381f3379a605bf3dd323e01140,runCode,shinyjs-delay-89e3d19ec86e481907ea4767b93adc9c
100,0,1,0,1,100,1,100,96,1,100,1,1,1,1,1,1,10,,,396,143,10,1,0,100,0,0,100,374,1,1,0,1,396,103,,100,0,1,1,0,10,100,100,100,0,100
dprac5adaptExpend,sellprac4,infonet,sellprac5,shinyjs-delay-a25903f0ba096b38e0fac8a110164710,yearprac1Summer,shinyjs-delay-a75abfd538ab8ddcbfaa6a5f7e0282bc,shinyjs-delay-17a6f4c039b8b7e425ba850fdcca3494,cowprac3Sale,insContprac1,shinyjs-delay-049735c878760ab66cda1447510efece,insContprac2,yearprac4Summer,insContprac3,yearprac4Start,insContprac4,insContprac5,shinyjs-delay-272ac08412d22d4c2a0d0cd02b96a7f9,name,code,calvesprac2Sale,cowprac2Sale,shinyjs-delay-fcdd491516723cfc7c0cb30a622a12cc,yearprac1Start,dprac2adaptExpend,shinyjs-delay-f5e2a81e51e722cfe77bf221690db330,shinyjs-delay-891bdd9ed2b90d90f01c1b8464e508f7,infohealth,reset_button,calvesprac5Sale,shinyjs-delay-3576210fb20516e9f25241191514b411,yearprac3Summer,shinyjs-delay-34d3ceb819b5db22ef8336e0f44466c2,savePracInputs,shinyjs-delay-ad34a7f86cf9da9b68c31e4c0e3cde23,infocows,yearprac5Start,calvesprac1Sale,cowprac1Sale,insChange,herdetails,nextBtnprac,yearprac2Start,dprac3adaptExpend,shinyjs-delay-11968b66e33f04cce2f3330e11670a4f,runCode,shinyjs-delay-f366263e311bcdc75ae0126fbaa52bec,revenueFromCows
0,1,0,1,100,1,100,100,103,1,10,1,1,1,1,1,1,100,,,396,103,100,1,0,100,10,0,0,386,100,1,100,1,100,0,1,388,103,,0,1,1,0,100,0,10,0
dprac5adaptExpend,sellprac4,infonet,sellprac5,shinyjs-delay-29d75d99663b005955999ef324ab2b7a,shinyjs-delay-59923d35b98cec8d20aeece1d8621faf,yearprac1Summer,cowprac3Sale,insContprac1,insContprac2,yearprac4Summer,insContprac3,yearprac4Start,insContprac4,shinyjs-delay-a4856c45caec806a2c0ff2d7943100f4,insContprac5,name,code,calvesprac2Sale,cowprac2Sale,shinyjs-delay-29550c4ac83e5324e5c4c6c824ac23c7,yearprac1Start,dprac2adaptExpend,infohealth,shinyjs-delay-11523d5471a685db69919874376ae4b1,reset_button,calvesprac5Sale,yearprac3Summer,shinyjs-delay-37c10dcd18cbf9f827f0dabd93a46466,savePracInputs,infocows,yearprac5Start,shinyjs-delay-aa8ae8fbc5bf24cf186c62e4265ebde9,calvesprac1Sale,cowprac1Sale,insChange,shinyjs-delay-eb6ac2d9839883bc956d6f172ef751d9,herdetails,nextBtnprac,yearprac2Start,dprac3adaptExpend,shinyjs-delay-3f70acdfa615d75855ffa76a87e1ee4d,shinyjs-delay-f406c57ace091d39e0a107b921998088,insuranceDepositprac2,insuranceDepositprac3,insuranceDepositprac4,runCode,shinyjs-delay-bbb9233728ea2ecd03c388b546203235
0,1,0,1,100,100,1,103,1,1,1,1,1,1,10,1,,,396,103,10,1,0,0,100,0,386,1,100,1,0,1,100,388,103,,10,0,1,1,0,10,100,,,,0,100
mainPanels,dprac4adaptExpend,shinyjs-delay-4519f133848d86d3af5e17f7bdc3d0f7,yearprac4Start,reset_button,applyInsChange,code,calvesprac1Sale,cowprac3Sale,calfdesc,shinyjs-delay-c1eb82f08733df4cf79946da9b4b408e,user.ID,dprac3adaptExpend,insurance,infohealth,calvesprac2Sale,savePracInputs,cowprac4Sale,shinyjs-delay-822717de7ef95771ee6a5d152361bc84,shinyjs-delay-f3140305406bf69d407c018032b1cee9,insContprac1,shinyjs-delay-8ca6547cebbc925a192e95d3640a73cd,insContprac2,insContprac3,insContprac4,infocash,insContprac5,revenueFromCows,shinyjs-delay-88ad236f61a923375fd8dd62ccb2c244,yearprac2Start,shinyjs-delay-7586c1328fbbd5f52a9918dc76550d64,infocalves,insChange,yearprac1Summer,yearprac5Start,dprac5adaptExpend,insuranceDepositprac2,insuranceDepositprac3,shinyjs-delay-ce224f9b0c0e2cd2790d46f7e77afb8e,insuranceDepositprac4,insuranceDepositprac5,shinyjs-delay-96e5c199c0fda7ed3fe8d7c5621b3a83,yearprac2Summer,shinyjs-delay-b0bdfd74548639131d293457dcabcee2,herdval,shinyjs-delay-fbb95478477adb122aff41df53e509f3,infocows,calvesprac3Sale
Practice Simulation,0,10,1,0,0,,388,103,0,100,1000000,0,0,0,396,1,102,100,100,1,100,1,1,1,0,1,0,10,1,100,0,,1,1,0,,,100,,,10,1,100,0,100,0,388
dprac5adaptExpend,sellprac4,infonet,shinyjs-delay-f13fce63819db313324bfe560823f5d0,sellprac5,shinyjs-delay-fecf9f807809d65bfab75a7af7993dbc,yearprac1Summer,cowprac3Sale,insContprac1,insContprac2,yearprac4Summer,insContprac3,shinyjs-delay-fdabcc297eef93002352c26a34dd0b1d,yearprac4Start,insContprac4,shinyjs-delay-1577bdff2243a4474a56a6e8eaf0d600,insContprac5,shinyjs-delay-4b50d5b18ecf99e721e059b388972299,name,code,calvesprac2Sale,cowprac2Sale,shinyjs-delay-66a0db321e2fed0d9a1dee1143c194d5,shinyjs-delay-67da73e050defc21602cf5ccdf2527c2,yearprac1Start,dprac2adaptExpend,shinyjs-delay-2e0e1b0b1d0c07cb4dcbe920d2fe547a,infohealth,shinyjs-delay-cbc4650428afc125b33fda171a174f65,reset_button,shinyjs-delay-d805527d698b8568c85d272980085ee4,calvesprac5Sale,yearprac3Summer,shinyjs-delay-d3fc1c7ea0cc5f387c5022aa48e639b2,savePracInputs,infocows,yearprac5Start,shinyjs-delay-84c0a16b663a2d2b7dd98be3fef1967d,shinyjs-delay-5ebf079acedc0957370f68025c774b38,calvesprac1Sale,cowprac1Sale,insChange,herdetails,nextBtnprac,yearprac2Start,dprac3adaptExpend,shinyjs-delay-3a30ca8434e2a01e03490bee67450bd9,insuranceDepositprac2
0,1,0,10,1,100,1,36,1,1,1,1,100,1,1,100,1,100,,,68,18,10,100,1,0,10,0,10,0,100,113,1,100,1,0,1,100,100,517,600,,0,1,1,0,100,
shinyjs-delay-aca98c551b97a86e94d2884b3a6db3c4,dprac5adaptExpend,sellprac4,infonet,sellprac5,shinyjs-delay-3b0c6399664c64285853380175a39355,yearprac1Summer,shinyjs-delay-a77bbf8234591e77d3025fe2b07d3827,cowprac3Sale,insContprac1,insContprac2,yearprac4Summer,insContprac3,yearprac4Start,insContprac4,shinyjs-delay-02117fa2d00ce9f00ffa5c60ccacb9a8,shinyjs-delay-0d4a16d8aeea101344eba6005489fcfa,insContprac5,name,code,calvesprac2Sale,cowprac2Sale,shinyjs-delay-3b3b251c7a54a89816ef6a3433705777,yearprac1Start,dprac2adaptExpend,infohealth,reset_button,calvesprac5Sale,yearprac3Summer,shinyjs-delay-29062de667239e526e3c0e7380fd279b,savePracInputs,infocows,yearprac5Start,calvesprac1Sale,cowprac1Sale,insChange,herdetails,nextBtnprac,shinyjs-delay-cb5da69d93e2a0cfa0230ece3d9cc010,yearprac2Start,dprac3adaptExpend,shinyjs-delay-456e6bac7e283e603355f1d591b0ddc2,shinyjs-delay-9292ea057f3bebdfcbfc9220ae8d2046,insuranceDepositprac2,shinyjs-delay-2f600b47091923717115abecc1522cf8,insuranceDepositprac4,runCode,shinyjs-delay-875dce7bda9910b9c713e8b2326752a3
10,0,1,0,1,100,1,100,0,1,1,1,1,1,1,100,100,1,,,0,0,100,1,0,0,0,1609,1,100,1,0,1,0,0,,0,1,100,1,0,100,100,,10,,0,10
dprac5adaptExpend,sellprac4,infonet,sellprac5,shinyjs-delay-3079df28f83e542b9e6d077eaac25470,shinyjs-delay-138ff26bb9bb25af6e68209d39e8f3d0,shinyjs-delay-da80a6f2c69f696cb1f71f403fd175d1,shinyjs-delay-fbf9cb02b3baad7e576556db95dbeaa5,yearprac1Summer,cowprac3Sale,insContprac1,insContprac2,yearprac4Summer,insContprac3,yearprac4Start,insContprac4,shinyjs-delay-441cfc87807c51f28fb17f8c8ce425c0,insContprac5,name,code,calvesprac2Sale,cowprac2Sale,yearprac1Start,dprac2adaptExpend,infohealth,reset_button,shinyjs-delay-818417b77aa990529bf503ef930d5447,calvesprac5Sale,yearprac3Summer,shinyjs-delay-ea00ca6fdf7b9076606df136530293e2,savePracInputs,shinyjs-delay-cf2bec951ebfb39101541f68b033f663,infocows,yearprac5Start,calvesprac1Sale,cowprac1Sale,insChange,herdetails,nextBtnprac,yearprac2Start,dprac3adaptExpend,shinyjs-delay-d838a55b36f70c7ff7b38a208112b7f2,runCode,revenueFromCows,user.ID,shinyjs-delay-00570b3190e16e3eadc66ba0b71538f9,calvesprac4Sale,cowprac5Sale
0,1,0,1,100,100,100,100,1,103,1,1,1,1,1,1,100,1,,,388,103,1,0,0,0,100,393,1,10,1,10,0,1,396,103,,0,1,1,0,10,0,0,2000000,100,384,102
dprac5adaptExpend,sellprac4,infonet,sellprac5,shinyjs-delay-012ff12a16c92b58ee5f2e4b84c3d0eb,shinyjs-delay-f35d37c5c3e20420c7892489805b70c1,shinyjs-delay-03113eac77d8d2211bf4c51ff1474e65,yearprac1Summer,shinyjs-delay-5211a3fbeea8178c788f16b5af1c59a7,shinyjs-delay-f8e6479b37a97cbf1cdeb3a7daa93e58,cowprac3Sale,insContprac1,insContprac2,yearprac4Summer,insContprac3,shinyjs-delay-240d2924437422e617f82335913f9bc7,yearprac4Start,insContprac4,insContprac5,shinyjs-delay-37a00640d30e1ac172bbb8d0b56d058a,calvesprac2Sale,cowprac2Sale,shinyjs-delay-861e6342eb1c7708ec11a01be2722a7b,yearprac1Start,dprac2adaptExpend,shinyjs-delay-6627faa5b02ec8d8224e48454115c13c,infohealth,calvesprac5Sale,shinyjs-delay-ecda659c29d8727b771732531c0ee511,shinyjs-delay-0703519e3d8134620c3059dced13c39f,yearprac3Summer,savePracInputs,shinyjs-delay-cff2358f23d4963f4cab4ccabcb539cc,shinyjs-delay-42034ca5a3446c37d21d3266e0e3b257,infocows,yearprac5Start,calvesprac1Sale,cowprac1Sale,herdetails,nextBtnprac,yearprac2Start,dprac3adaptExpend,shinyjs-delay-54d7f3d5c02e7d35f3d7e63d53ec1a30,insuranceDepositprac2,insuranceDepositprac4,revenueFromCows,user.ID,cowprac5Sale
0,1,0,1,100,10,100,1,100,100,103,1,1,1,1,100,1,1,1,100,396,103,100,1,0,10,0,386,100,100,1,1,100,10,0,1,388,103,0,1,1,0,100,9029,26767,0,1000000,102
shinyjs-delay-41dd2fcf504b2579c537645cd4c7e31d,dprac5adaptExpend,shinyjs-delay-5508c116cd81317b17427bb4fc350abd,sellprac4,infonet,sellprac5,yearprac1Summer,cowprac3Sale,shinyjs-delay-154c83cf40ba89bdd76c0149f894163a,insContprac1,insContprac2,yearprac4Summer,insContprac3,yearprac4Start,insContprac4,shinyjs-delay-d874b534d0d36f1f09f675956fa2dfbe,insContprac5,calvesprac2Sale,shinyjs-delay-2ef6ddfc77e8ea643a4195a14c0f5a69,cowprac2Sale,yearprac1Start,dprac2adaptExpend,shinyjs-delay-a270ea0da29b9189f94dce08532f08c0,infohealth,shinyjs-delay-a7e3871a0167446b92aa1b08e9a1cadf,shinyjs-delay-f7e0cdc5bdb33b560b0594a20946f03f,calvesprac5Sale,yearprac3Summer,savePracInputs,infocows,yearprac5Start,calvesprac1Sale,cowprac1Sale,shinyjs-delay-804d405de37b4ba06da95343b27334cf,herdetails,shinyjs-delay-379b922cd5aee7354dce316d58a2cc77,nextBtnprac,yearprac2Start,dprac3adaptExpend,shinyjs-delay-70a307b66d9978bffdf27fc9f1abf861,insuranceDepositprac2,shinyjs-delay-50fce7760bb9c91688f86fcfba148824,insuranceDepositprac4,shinyjs-delay-f08a11e1f1d101fda0d4a7112d65c4b0,revenueFromCows,shinyjs-delay-ce3771b32f5ad5947d21f51f1b56531d,user.ID,cowprac5Sale
100,0,100,1,0,1,1,103,100,1,1,1,1,1,1,100,1,396,100,103,1,0,10,0,100,10,386,1,1,0,1,388,103,100,0,100,1,1,0,10,9029,100,26767,100,0,100,1000000,102
dprac5adaptExpend,sellprac4,infonet,sellprac5,yearprac1Summer,shinyjs-delay-1215bd744c9d1ca0e0ed3e64fe5f65ac,shinyjs-delay-40bb7f212c51dcd66d561eddcdf4e430,shinyjs-delay-ff8173e4df4c20c2c4949c07d5d7e78d,cowprac3Sale,insContprac1,insContprac2,yearprac4Summer,insContprac3,yearprac4Start,insContprac4,insContprac5,name,code,calvesprac2Sale,cowprac2Sale,shinyjs-delay-f7719d9f5f09e94483e745178ed74a52,yearprac1Start,dprac2adaptExpend,shinyjs-delay-a2c00b4bde7d5c955181367f3b447e02,infohealth,reset_button,calvesprac5Sale,yearprac3Summer,shinyjs-delay-3bfeca29c805d67580332173c5c71b9b,savePracInputs,infocows,yearprac5Start,shinyjs-delay-9217a8eb863a331160058600162f3934,calvesprac1Sale,cowprac1Sale,insChange,herdetails,nextBtnprac,shinyjs-delay-6bb2a1eed3513a3dbe2db3023c13e9bd,shinyjs-delay-3e0f611681a2623946c49ac141dbb3c8,shinyjs-delay-7cc503f697f5ffc90ce10bbffcf608e4,yearprac2Start,dprac3adaptExpend,insuranceDepositprac2,insuranceDepositprac3,insuranceDepositprac4,insuranceDepositprac5,runCode
10000,1,0,1,1,10,100,100,103,1,1,1,1,1,1,1,,,396,103,100,1,10000,100,0,0,396,1,10,1,0,1,100,396,103,,0,1,100,100,100,1,10000,,,,,0
mainPanels,dprac4adaptExpend,yearprac4Start,shinyjs-delay-129575d8e779498bd77bd372d6a2db2c,shinyjs-delay-ef9b3f24ed05bb0f2b5ebefde8f989fd,reset_button,applyInsChange,shinyjs-delay-caa601fd7f194beb8d16d8e0a4debe5d,code,shinyjs-delay-59dcb6187ba63cf5f54e6dd0de05f718,shinyjs-delay-cdddecd89095f11464a371a9551bda52,calvesprac1Sale,cowprac3Sale,calfdesc,shinyjs-delay-bb9f5ed60eba6e9d03ef9ab904b73737,user.ID,dprac3adaptExpend,insurance,shinyjs-delay-345236be6666bc9f05cb9e4104d42b35,infohealth,calvesprac2Sale,savePracInputs,cowprac4Sale,shinyjs-delay-d2e6fe4a5ef9936a97bd97d9e3b8c468,insContprac1,shinyjs-delay-1fbae2c77e61344b2f4b10d6836fe551,insContprac2,insContprac3,insContprac4,infocash,insContprac5,revenueFromCows,shinyjs-delay-f4e97cb045af4d017e3ec54116f8d2c1,yearprac2Start,infocalves,insChange,yearprac1Summer,yearprac5Start,dprac5adaptExpend,insuranceDepositprac2,shinyjs-delay-a8bad1567668cf9ff740ed0b950a2a57,insuranceDepositprac3,insuranceDepositprac4,shinyjs-delay-a802658aef36ffc553b3ff659ac88108,insuranceDepositprac5,yearprac2Summer,shinyjs-delay-ad0876e19c11f99e91a86e5eabe9aa8f,herdval
Practice Simulation,10000,1,100,100,0,0,10,,100,100,396,103,0,100,1000000,10000,0,100,0,396,1,103,100,1,100,1,1,1,0,1,0,100,1,0,,1,1,10000,,100,,,100,,1,100,0
mainPanels,dprac4adaptExpend,yearprac4Start,shinyjs-delay-129575d8e779498bd77bd372d6a2db2c,shinyjs-delay-ef9b3f24ed05bb0f2b5ebefde8f989fd,reset_button,applyInsChange,shinyjs-delay-caa601fd7f194beb8d16d8e0a4debe5d,code,shinyjs-delay-59dcb6187ba63cf5f54e6dd0de05f718,shinyjs-delay-cdddecd89095f11464a371a9551bda52,calvesprac1Sale,cowprac3Sale,calfdesc,shinyjs-delay-bb9f5ed60eba6e9d03ef9ab904b73737,user.ID,dprac3adaptExpend,insurance,shinyjs-delay-345236be6666bc9f05cb9e4104d42b35,infohealth,calvesprac2Sale,savePracInputs,cowprac4Sale,shinyjs-delay-d2e6fe4a5ef9936a97bd97d9e3b8c468,insContprac1,shinyjs-delay-1fbae2c77e61344b2f4b10d6836fe551,insContprac2,insContprac3,insContprac4,infocash,insContprac5,revenueFromCows,shinyjs-delay-f4e97cb045af4d017e3ec54116f8d2c1,yearprac2Start,infocalves,insChange,yearprac1Summer,yearprac5Start,dprac5adaptExpend,insuranceDepositprac2,shinyjs-delay-a8bad1567668cf9ff740ed0b950a2a57,insuranceDepositprac3,insuranceDepositprac4,shinyjs-delay-a802658aef36ffc553b3ff659ac88108,insuranceDepositprac5,yearprac2Summer,shinyjs-delay-ad0876e19c11f99e91a86e5eabe9aa8f,herdval
Practice Simulation,10000,1,100,100,0,0,10,,100,100,396,103,0,100,1000000,10000,0,100,0,396,2,103,100,1,100,1,1,1,0,1,0,100,1,0,,1,1,10000,,100,,,100,,1,100,0
mainPanels,dprac4adaptExpend,yearprac4Start,reset_button,applyInsChange,code,calvesprac1Sale,cowprac3Sale,calfdesc,shinyjs-delay-2d3d875ee238465e69cdbed35dbd8c61,shinyjs-delay-64005ec63db39fa6d135b21b41ae3563,shinyjs-delay-12e7e8826597696317068752da891812,user.ID,dprac3adaptExpend,insurance,infohealth,calvesprac2Sale,cowprac4Sale,savePracInputs,shinyjs-delay-03b92028b65d9e304ac0e12afaa53ff4,insContprac1,shinyjs-delay-fd331f201d045023516e041f0aab8571,insContprac2,insContprac3,insContprac4,infocash,shinyjs-delay-08da166a236fc25b9c362e0e939dfa39,insContprac5,revenueFromCows,shinyjs-delay-36c0110e95b47c4fe6422f05437dc16b,yearprac2Start,infocalves,insChange,shinyjs-delay-2f3b3215cb22ee4d9a35bc61db61fcd8,yearprac1Summer,shinyjs-delay-82274eb1ebf71f60de0ff80a58b48c2b,yearprac5Start,dprac5adaptExpend,shinyjs-delay-423c46410794fc5bbf2664ae666447a4,insuranceDepositprac2,insuranceDepositprac3,insuranceDepositprac4,insuranceDepositprac5,shinyjs-delay-771d0024c8caef16fc07717cd14593f8,yearprac2Summer,herdval,infocows,calvesprac3Sale
Practice Simulation,10000,1,0,0,,396,103,0,100,100,100,1000000,10000,0,0,396,103,1,100,1,100,1,1,1,0,100,1,0,10,1,0,,100,1,10,1,10000,100,,,,,100,1,0,0,396
dprac5adaptExpend,sellprac4,infonet,sellprac5,shinyjs-delay-10f80be5cfa64043883487402704f7e5,yearprac1Summer,cowprac3Sale,insContprac1,shinyjs-delay-7a556ebeba7e1d2bc94b62cc4a699fc9,insContprac2,yearprac4Summer,insContprac3,yearprac4Start,insContprac4,insContprac5,name,code,calvesprac2Sale,cowprac2Sale,shinyjs-delay-58ad0af16534c8dbe917cfae89ed4db3,yearprac1Start,dprac2adaptExpend,shinyjs-delay-1f10064d02d81e7b5df9ac5c05750905,infohealth,reset_button,calvesprac5Sale,yearprac3Summer,savePracInputs,shinyjs-delay-a00a1099160dc2ca75242f33f6e982cc,infocows,yearprac5Start,shinyjs-delay-5c69a68deedd4584b4dc1a0a2901319d,shinyjs-delay-0bf69159dd80ca8464fb924cbf16464e,calvesprac1Sale,shinyjs-delay-2e4195b47ad8a0dbb21245511759de4a,cowprac1Sale,insChange,herdetails,nextBtnprac,yearprac2Start,dprac3adaptExpend,shinyjs-delay-9b9497a3f2cb66da20368d40dba13621,shinyjs-delay-65ee5e17fedc19877021bad4fa112756,insuranceDepositprac2,insuranceDepositprac3,insuranceDepositprac4,shinyjs-delay-95eaeaaaca1b1a85eb314799bcfc2d61,insuranceDepositprac5
10000,1,0,1,100,1,103,1,100,1,1,1,1,1,1,,,396,103,100,1,10000,100,0,0,396,1,1,100,0,1,10,100,396,100,103,,0,1,1,10000,10,10,,,,100,
